SA3_CODE_2021,SA3_NAME_2021,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10102,Queanbeyan,12,Outer Regional Australia,0.0226219,Poor,Good,0
10102,Queanbeyan,11,Inner Regional Australia,0.2798019,Acceptable,Good,0
10102,Queanbeyan,10,Major Cities of Australia,0.6975762,Good,Good,0
10103,Snowy Mountains,11,Inner Regional Australia,0.4721205,Acceptable,Good,0
10103,Snowy Mountains,12,Outer Regional Australia,0.5278795,Poor,Good,0
10104,South Coast,11,Inner Regional Australia,0.3758373,Acceptable,Good,0
10104,South Coast,12,Outer Regional Australia,0.6241627,Poor,Good,0
10105,Goulburn - Mulwaree,12,Outer Regional Australia,0.0407019,Poor,Good,0
10105,Goulburn - Mulwaree,11,Inner Regional Australia,0.9592981,Acceptable,Good,0
10106,Young - Yass,10,Major Cities of Australia,0.0140593,Good,Good,0
10106,Young - Yass,12,Outer Regional Australia,0.0777412,Poor,Good,0
10106,Young - Yass,11,Inner Regional Australia,0.9081994,Acceptable,Good,0
10201,Gosford,11,Inner Regional Australia,0.0236318,Acceptable,Good,0
10201,Gosford,10,Major Cities of Australia,0.9763682,Good,Good,0
10202,Wyong,11,Inner Regional Australia,0.0144354,Acceptable,Good,0
10202,Wyong,10,Major Cities of Australia,0.9855646,Good,Good,0
10301,Bathurst,12,Outer Regional Australia,0.0269931,Poor,Good,0
10301,Bathurst,11,Inner Regional Australia,0.9730069,Acceptable,Good,0
10302,Lachlan Valley,13,Remote Australia,0.0588165,Poor,Good,0
10302,Lachlan Valley,11,Inner Regional Australia,0.2062138,Acceptable,Good,0
10302,Lachlan Valley,12,Outer Regional Australia,0.7349697,Poor,Good,0
10303,Lithgow - Mudgee,12,Outer Regional Australia,0.2836729,Poor,Good,0
10303,Lithgow - Mudgee,11,Inner Regional Australia,0.7163271,Acceptable,Good,0
10304,Orange,12,Outer Regional Australia,0.0705566,Poor,Good,0
10304,Orange,11,Inner Regional Australia,0.9294434,Acceptable,Good,0
10401,Clarence Valley,12,Outer Regional Australia,0.0379281,Poor,Good,0
10401,Clarence Valley,11,Inner Regional Australia,0.9620719,Acceptable,Good,0
10402,Coffs Harbour,12,Outer Regional Australia,0.019472,Poor,Good,0
10402,Coffs Harbour,11,Inner Regional Australia,0.980528,Acceptable,Good,0
10501,Bourke - Cobar - Coonamble,12,Outer Regional Australia,0.0795779,Poor,Good,0
10501,Bourke - Cobar - Coonamble,14,Very Remote Australia,0.1995562,Poor,Good,0
10501,Bourke - Cobar - Coonamble,13,Remote Australia,0.7208658,Poor,Good,0
10502,Broken Hill and Far West,13,Remote Australia,0.0170521,Poor,Good,0
10502,Broken Hill and Far West,14,Very Remote Australia,0.0975413,Poor,Good,0
10502,Broken Hill and Far West,12,Outer Regional Australia,0.8854066,Poor,Good,0
10503,Dubbo,13,Remote Australia,0.0108111,Poor,Good,0
10503,Dubbo,12,Outer Regional Australia,0.4360386,Poor,Good,0
10503,Dubbo,11,Inner Regional Australia,0.5531504,Acceptable,Good,0
10601,Lower Hunter,12,Outer Regional Australia,0.0125674,Poor,Good,0
10601,Lower Hunter,10,Major Cities of Australia,0.4511586,Good,Good,0
10601,Lower Hunter,11,Inner Regional Australia,0.536274,Acceptable,Good,0
10602,Maitland,11,Inner Regional Australia,0.0298742,Acceptable,Good,0
10602,Maitland,10,Major Cities of Australia,0.9701258,Good,Good,0
10603,Port Stephens,12,Outer Regional Australia,8.00E-07,Poor,Good,1
10603,Port Stephens,10,Major Cities of Australia,0.1976495,Good,Good,0
10603,Port Stephens,11,Inner Regional Australia,0.8023498,Acceptable,Good,0
10604,Upper Hunter,12,Outer Regional Australia,0.2117635,Poor,Good,0
10604,Upper Hunter,11,Inner Regional Australia,0.7882365,Acceptable,Good,0
10701,Dapto - Port Kembla,10,Major Cities of Australia,1,Good,Good,0
10702,Illawarra Catchment Reserve,11,Inner Regional Australia,1,Acceptable,Good,0
10703,Kiama - Shellharbour,11,Inner Regional Australia,0.0841124,Acceptable,Good,0
10703,Kiama - Shellharbour,10,Major Cities of Australia,0.9158876,Good,Good,0
10704,Wollongong,11,Inner Regional Australia,0.0046677,Acceptable,Good,1
10704,Wollongong,10,Major Cities of Australia,0.9953323,Good,Good,0
10801,Great Lakes,12,Outer Regional Australia,0.0056135,Poor,Good,1
10801,Great Lakes,11,Inner Regional Australia,0.9943865,Acceptable,Good,0
10802,Kempsey - Nambucca,12,Outer Regional Australia,0.0401111,Poor,Good,0
10802,Kempsey - Nambucca,11,Inner Regional Australia,0.9598889,Acceptable,Good,0
10803,Lord Howe Island,14,Very Remote Australia,1,Poor,Good,0
10804,Port Macquarie,12,Outer Regional Australia,0.0180779,Poor,Good,0
10804,Port Macquarie,11,Inner Regional Australia,0.9819221,Acceptable,Good,0
10805,Taree - Gloucester,12,Outer Regional Australia,0.0310932,Poor,Good,0
10805,Taree - Gloucester,11,Inner Regional Australia,0.9689068,Acceptable,Good,0
10901,Albury,12,Outer Regional Australia,0.0123927,Poor,Good,0
10901,Albury,11,Inner Regional Australia,0.9876073,Acceptable,Good,0
10902,Lower Murray,13,Remote Australia,0.1554416,Poor,Good,0
10902,Lower Murray,12,Outer Regional Australia,0.8445584,Poor,Good,0
10903,Upper Murray exc. Albury,12,Outer Regional Australia,0.2573325,Poor,Good,0
10903,Upper Murray exc. Albury,11,Inner Regional Australia,0.7426675,Acceptable,Good,0
11001,Armidale,12,Outer Regional Australia,0.165852,Poor,Good,0
11001,Armidale,11,Inner Regional Australia,0.834148,Acceptable,Good,0
11002,Inverell - Tenterfield,11,Inner Regional Australia,0.1333064,Acceptable,Good,0
11002,Inverell - Tenterfield,12,Outer Regional Australia,0.8666936,Poor,Good,0
11003,Moree - Narrabri,13,Remote Australia,0.0983817,Poor,Good,0
11003,Moree - Narrabri,12,Outer Regional Australia,0.9016183,Poor,Good,0
11004,Tamworth - Gunnedah,12,Outer Regional Australia,0.3579001,Poor,Good,0
11004,Tamworth - Gunnedah,11,Inner Regional Australia,0.6420999,Acceptable,Good,0
11101,Lake Macquarie - East,11,Inner Regional Australia,0.0230301,Acceptable,Good,0
11101,Lake Macquarie - East,10,Major Cities of Australia,0.9769699,Good,Good,0
11102,Lake Macquarie - West,11,Inner Regional Australia,0.0145718,Acceptable,Good,0
11102,Lake Macquarie - West,10,Major Cities of Australia,0.9854282,Good,Good,0
11103,Newcastle,10,Major Cities of Australia,1,Good,Good,0
11201,Richmond Valley - Coastal,11,Inner Regional Australia,1,Acceptable,Good,0
11202,Richmond Valley - Hinterland,12,Outer Regional Australia,0.0371987,Poor,Good,0
11202,Richmond Valley - Hinterland,11,Inner Regional Australia,0.9628013,Acceptable,Good,0
11203,Tweed Valley,11,Inner Regional Australia,0.2344366,Acceptable,Good,0
11203,Tweed Valley,10,Major Cities of Australia,0.7655634,Good,Good,0
11301,Griffith - Murrumbidgee (West),13,Remote Australia,0.0378313,Poor,Good,0
11301,Griffith - Murrumbidgee (West),12,Outer Regional Australia,0.9621687,Poor,Good,0
11302,Tumut - Tumbarumba,12,Outer Regional Australia,0.3810109,Poor,Good,0
11302,Tumut - Tumbarumba,11,Inner Regional Australia,0.6189891,Acceptable,Good,0
11303,Wagga Wagga,12,Outer Regional Australia,0.1307768,Poor,Good,0
11303,Wagga Wagga,11,Inner Regional Australia,0.8692232,Acceptable,Good,0
11401,Shoalhaven,11,Inner Regional Australia,1,Acceptable,Good,0
11402,Southern Highlands,11,Inner Regional Australia,1,Acceptable,Good,0
11501,Baulkham Hills,10,Major Cities of Australia,1,Good,Good,0
11502,Dural - Wisemans Ferry,11,Inner Regional Australia,0.364893,Acceptable,Good,0
11502,Dural - Wisemans Ferry,10,Major Cities of Australia,0.635107,Good,Good,0
11503,Hawkesbury,12,Outer Regional Australia,0.013506,Poor,Good,0
11503,Hawkesbury,10,Major Cities of Australia,0.1560909,Good,Good,0
11503,Hawkesbury,11,Inner Regional Australia,0.8304031,Acceptable,Good,0
11504,Rouse Hill - McGraths Hill,11,Inner Regional Australia,0.0299453,Acceptable,Good,0
11504,Rouse Hill - McGraths Hill,10,Major Cities of Australia,0.9700547,Good,Good,0
11601,Blacktown,10,Major Cities of Australia,1,Good,Good,0
11602,Blacktown - North,10,Major Cities of Australia,1,Good,Good,0
11603,Mount Druitt,10,Major Cities of Australia,1,Good,Good,0
11701,Botany,10,Major Cities of Australia,1,Good,Good,0
11702,Marrickville - Sydenham - Petersham,10,Major Cities of Australia,1,Good,Good,0
11703,Sydney Inner City,10,Major Cities of Australia,1,Good,Good,0
11801,Eastern Suburbs - North,10,Major Cities of Australia,1,Good,Good,0
11802,Eastern Suburbs - South,10,Major Cities of Australia,1,Good,Good,0
11901,Bankstown,10,Major Cities of Australia,1,Good,Good,0
11902,Canterbury,10,Major Cities of Australia,1,Good,Good,0
11903,Hurstville,10,Major Cities of Australia,1,Good,Good,0
11904,Kogarah - Rockdale,10,Major Cities of Australia,1,Good,Good,0
12001,Canada Bay,10,Major Cities of Australia,1,Good,Good,0
12002,Leichhardt,10,Major Cities of Australia,1,Good,Good,0
12003,Strathfield - Burwood - Ashfield,10,Major Cities of Australia,1,Good,Good,0
12101,Chatswood - Lane Cove,10,Major Cities of Australia,1,Good,Good,0
12102,Hornsby,11,Inner Regional Australia,0.0195831,Acceptable,Good,0
12102,Hornsby,10,Major Cities of Australia,0.9804169,Good,Good,0
12103,Ku-ring-gai,10,Major Cities of Australia,1,Good,Good,0
12104,North Sydney - Mosman,10,Major Cities of Australia,1,Good,Good,0
12201,Manly,10,Major Cities of Australia,1,Good,Good,0
12202,Pittwater,11,Inner Regional Australia,0.005111,Acceptable,Good,1
12202,Pittwater,10,Major Cities of Australia,0.994889,Good,Good,0
12203,Warringah,10,Major Cities of Australia,1,Good,Good,0
12301,Camden,10,Major Cities of Australia,1,Good,Good,0
12302,Campbelltown (NSW),11,Inner Regional Australia,2.85E-05,Acceptable,Good,1
12302,Campbelltown (NSW),10,Major Cities of Australia,0.9999715,Good,Good,0
12303,Wollondilly,10,Major Cities of Australia,0.063773,Good,Good,0
12303,Wollondilly,11,Inner Regional Australia,0.936227,Acceptable,Good,0
12401,Blue Mountains,11,Inner Regional Australia,0.0817821,Acceptable,Good,0
12401,Blue Mountains,10,Major Cities of Australia,0.9182179,Good,Good,0
12402,Blue Mountains - South,11,Inner Regional Australia,1,Acceptable,Good,0
12403,Penrith,11,Inner Regional Australia,0.0617336,Acceptable,Good,0
12403,Penrith,10,Major Cities of Australia,0.9382664,Good,Good,0
12404,Richmond - Windsor,10,Major Cities of Australia,1,Good,Good,0
12405,St Marys,10,Major Cities of Australia,1,Good,Good,0
12501,Auburn,10,Major Cities of Australia,1,Good,Good,0
12502,Carlingford,10,Major Cities of Australia,1,Good,Good,0
12503,Merrylands - Guildford,10,Major Cities of Australia,1,Good,Good,0
12504,Parramatta,10,Major Cities of Australia,1,Good,Good,0
12601,Pennant Hills - Epping,10,Major Cities of Australia,1,Good,Good,0
12602,Ryde - Hunters Hill,10,Major Cities of Australia,1,Good,Good,0
12701,Bringelly - Green Valley,11,Inner Regional Australia,0.0126644,Acceptable,Good,0
12701,Bringelly - Green Valley,10,Major Cities of Australia,0.9873356,Good,Good,0
12702,Fairfield,10,Major Cities of Australia,1,Good,Good,0
12703,Liverpool,10,Major Cities of Australia,1,Good,Good,0
12801,Cronulla - Miranda - Caringbah,11,Inner Regional Australia,0.022534,Acceptable,Good,0
12801,Cronulla - Miranda - Caringbah,10,Major Cities of Australia,0.977466,Good,Good,0
12802,Sutherland - Menai - Heathcote,11,Inner Regional Australia,0.0053289,Acceptable,Good,1
12802,Sutherland - Menai - Heathcote,10,Major Cities of Australia,0.9946711,Good,Good,0
19797,Migratory - Offshore - Shipping (NSW),15,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
19999,No usual address (NSW),19,No usual address (NSW),1,Good,Good,0
20101,Ballarat,21,Inner Regional Australia,1,Acceptable,Good,0
20102,Creswick - Daylesford - Ballan,21,Inner Regional Australia,1,Acceptable,Good,0
20103,Maryborough - Pyrenees,22,Outer Regional Australia,0.0228554,Acceptable,Good,0
20103,Maryborough - Pyrenees,21,Inner Regional Australia,0.9771446,Acceptable,Good,0
20201,Bendigo,21,Inner Regional Australia,1,Acceptable,Good,0
20202,Heathcote - Castlemaine - Kyneton,21,Inner Regional Australia,1,Acceptable,Good,0
20203,Loddon - Elmore,22,Outer Regional Australia,0.3730706,Acceptable,Good,0
20203,Loddon - Elmore,21,Inner Regional Australia,0.6269294,Acceptable,Good,0
20301,Barwon - West,21,Inner Regional Australia,1,Acceptable,Good,0
20302,Geelong,21,Inner Regional Australia,0.019292,Acceptable,Good,0
20302,Geelong,20,Major Cities of Australia,0.980708,Good,Good,0
20303,Surf Coast - Bellarine Peninsula,20,Major Cities of Australia,0.0680511,Good,Good,0
20303,Surf Coast - Bellarine Peninsula,21,Inner Regional Australia,0.9319489,Acceptable,Good,0
20401,Upper Goulburn Valley,22,Outer Regional Australia,0.1923249,Acceptable,Good,0
20401,Upper Goulburn Valley,21,Inner Regional Australia,0.8076751,Acceptable,Good,0
20402,Wangaratta - Benalla,22,Outer Regional Australia,0.0269698,Acceptable,Good,0
20402,Wangaratta - Benalla,21,Inner Regional Australia,0.9730302,Acceptable,Good,0
20403,Wodonga - Alpine,22,Outer Regional Australia,0.1422343,Acceptable,Good,0
20403,Wodonga - Alpine,21,Inner Regional Australia,0.8577657,Acceptable,Good,0
20501,Baw Baw,22,Outer Regional Australia,0.0006433,Acceptable,Good,1
20501,Baw Baw,21,Inner Regional Australia,0.9993567,Acceptable,Good,0
20502,Gippsland - East,23,Remote Australia,0.0158072,Poor,Good,0
20502,Gippsland - East,22,Outer Regional Australia,0.9841928,Acceptable,Good,0
20503,Gippsland - South West,22,Outer Regional Australia,0.0251255,Acceptable,Good,0
20503,Gippsland - South West,21,Inner Regional Australia,0.9748745,Acceptable,Good,0
20504,Latrobe Valley,21,Inner Regional Australia,1,Acceptable,Good,0
20505,Wellington,23,Remote Australia,1.96E-05,Poor,Good,1
20505,Wellington,22,Outer Regional Australia,0.1441565,Acceptable,Good,0
20505,Wellington,21,Inner Regional Australia,0.8558239,Acceptable,Good,0
20601,Brunswick - Coburg,20,Major Cities of Australia,1,Good,Good,0
20602,Darebin - South,20,Major Cities of Australia,1,Good,Good,0
20603,Essendon,20,Major Cities of Australia,1,Good,Good,0
20604,Melbourne City,20,Major Cities of Australia,1,Good,Good,0
20605,Port Phillip,20,Major Cities of Australia,1,Good,Good,0
20606,Stonnington - West,20,Major Cities of Australia,1,Good,Good,0
20607,Yarra,20,Major Cities of Australia,1,Good,Good,0
20701,Boroondara,20,Major Cities of Australia,1,Good,Good,0
20702,Manningham - West,20,Major Cities of Australia,1,Good,Good,0
20703,Whitehorse - West,20,Major Cities of Australia,1,Good,Good,0
20801,Bayside,20,Major Cities of Australia,1,Good,Good,0
20802,Glen Eira,20,Major Cities of Australia,1,Good,Good,0
20803,Kingston,20,Major Cities of Australia,1,Good,Good,0
20804,Stonnington - East,20,Major Cities of Australia,1,Good,Good,0
20901,Banyule,20,Major Cities of Australia,1,Good,Good,0
20902,Darebin - North,20,Major Cities of Australia,1,Good,Good,0
20903,Nillumbik - Kinglake,21,Inner Regional Australia,0.1207521,Acceptable,Good,0
20903,Nillumbik - Kinglake,20,Major Cities of Australia,0.8792479,Good,Good,0
20904,Whittlesea - Wallan,21,Inner Regional Australia,0.0250049,Acceptable,Good,0
20904,Whittlesea - Wallan,20,Major Cities of Australia,0.9749951,Good,Good,0
21001,Keilor,20,Major Cities of Australia,1,Good,Good,0
21002,Macedon Ranges,21,Inner Regional Australia,1,Acceptable,Good,0
21003,Moreland - North,20,Major Cities of Australia,1,Good,Good,0
21004,Sunbury,21,Inner Regional Australia,0.0153303,Acceptable,Good,0
21004,Sunbury,20,Major Cities of Australia,0.9846697,Good,Good,0
21005,Tullamarine - Broadmeadows,20,Major Cities of Australia,1,Good,Good,0
21101,Knox,20,Major Cities of Australia,1,Good,Good,0
21102,Manningham - East,21,Inner Regional Australia,0.0072894,Acceptable,Good,1
21102,Manningham - East,20,Major Cities of Australia,0.9927106,Good,Good,0
21103,Maroondah,20,Major Cities of Australia,1,Good,Good,0
21104,Whitehorse - East,20,Major Cities of Australia,1,Good,Good,0
21105,Yarra Ranges,21,Inner Regional Australia,0.2079637,Acceptable,Good,0
21105,Yarra Ranges,20,Major Cities of Australia,0.7920363,Good,Good,0
21201,Cardinia,21,Inner Regional Australia,0.1682411,Acceptable,Good,0
21201,Cardinia,20,Major Cities of Australia,0.8317589,Good,Good,0
21202,Casey - North,20,Major Cities of Australia,1,Good,Good,0
21203,Casey - South,21,Inner Regional Australia,0.006028,Acceptable,Good,1
21203,Casey - South,20,Major Cities of Australia,0.993972,Good,Good,0
21204,Dandenong,20,Major Cities of Australia,1,Good,Good,0
21205,Monash,20,Major Cities of Australia,1,Good,Good,0
21301,Brimbank,20,Major Cities of Australia,1,Good,Good,0
21302,Hobsons Bay,20,Major Cities of Australia,1,Good,Good,0
21303,Maribyrnong,20,Major Cities of Australia,1,Good,Good,0
21304,Melton - Bacchus Marsh,21,Inner Regional Australia,0.0182958,Acceptable,Good,0
21304,Melton - Bacchus Marsh,20,Major Cities of Australia,0.9817042,Good,Good,0
21305,Wyndham,21,Inner Regional Australia,0.0086609,Acceptable,Good,1
21305,Wyndham,20,Major Cities of Australia,0.9913391,Good,Good,0
21401,Frankston,20,Major Cities of Australia,1,Good,Good,0
21402,Mornington Peninsula,21,Inner Regional Australia,0.0334406,Acceptable,Good,0
21402,Mornington Peninsula,20,Major Cities of Australia,0.9665594,Good,Good,0
21501,Grampians,23,Remote Australia,0.0300583,Poor,Good,0
21501,Grampians,21,Inner Regional Australia,0.280916,Acceptable,Good,0
21501,Grampians,22,Outer Regional Australia,0.6890257,Acceptable,Good,0
21502,Mildura,23,Remote Australia,0.0129117,Poor,Good,0
21502,Mildura,22,Outer Regional Australia,0.9870883,Acceptable,Good,0
21503,Murray River - Swan Hill,22,Outer Regional Australia,1,Acceptable,Good,0
21601,Campaspe,22,Outer Regional Australia,0.0146493,Acceptable,Good,0
21601,Campaspe,21,Inner Regional Australia,0.9853507,Acceptable,Good,0
21602,Moira,22,Outer Regional Australia,0.0300139,Acceptable,Good,0
21602,Moira,21,Inner Regional Australia,0.9699861,Acceptable,Good,0
21603,Shepparton,21,Inner Regional Australia,1,Acceptable,Good,0
21701,Glenelg - Southern Grampians,21,Inner Regional Australia,0.2815361,Acceptable,Good,0
21701,Glenelg - Southern Grampians,22,Outer Regional Australia,0.7184639,Acceptable,Good,0
21703,Colac - Corangamite,22,Outer Regional Australia,0.1434083,Acceptable,Good,0
21703,Colac - Corangamite,21,Inner Regional Australia,0.8565917,Acceptable,Good,0
21704,Warrnambool,22,Outer Regional Australia,0.0532676,Acceptable,Good,0
21704,Warrnambool,21,Inner Regional Australia,0.9467324,Acceptable,Good,0
29797,Migratory - Offshore - Shipping (Vic.),25,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
29999,No usual address (Vic.),29,No usual address (Vic.),1,Good,Good,0
30101,Capalaba,30,Major Cities of Australia,1,Good,Good,0
30102,Cleveland - Stradbroke,33,Remote Australia,0.0232154,Poor,Good,0
30102,Cleveland - Stradbroke,32,Outer Regional Australia,0.0420792,Acceptable,Good,0
30102,Cleveland - Stradbroke,31,Inner Regional Australia,0.049039,Acceptable,Good,0
30102,Cleveland - Stradbroke,30,Major Cities of Australia,0.8856664,Good,Good,0
30103,Wynnum - Manly,32,Outer Regional Australia,4.00E-07,Acceptable,Good,1
30103,Wynnum - Manly,30,Major Cities of Australia,0.9999996,Good,Good,0
30201,Bald Hills - Everton Park,30,Major Cities of Australia,1,Good,Good,0
30202,Chermside,30,Major Cities of Australia,1,Good,Good,0
30203,Nundah,30,Major Cities of Australia,1,Good,Good,0
30204,Sandgate,30,Major Cities of Australia,1,Good,Good,0
30301,Carindale,30,Major Cities of Australia,1,Good,Good,0
30302,Holland Park - Yeronga,30,Major Cities of Australia,1,Good,Good,0
30303,Mt Gravatt,30,Major Cities of Australia,1,Good,Good,0
30304,Nathan,30,Major Cities of Australia,1,Good,Good,0
30305,Rocklea - Acacia Ridge,30,Major Cities of Australia,1,Good,Good,0
30306,Sunnybank,30,Major Cities of Australia,1,Good,Good,0
30401,Centenary,30,Major Cities of Australia,1,Good,Good,0
30402,Kenmore - Brookfield - Moggill,31,Inner Regional Australia,0.0060897,Acceptable,Good,1
30402,Kenmore - Brookfield - Moggill,30,Major Cities of Australia,0.9939103,Good,Good,0
30403,Sherwood - Indooroopilly,30,Major Cities of Australia,1,Good,Good,0
30404,The Gap - Enoggera,31,Inner Regional Australia,0.0006093,Acceptable,Good,1
30404,The Gap - Enoggera,30,Major Cities of Australia,0.9993907,Good,Good,0
