SA3_CODE_2021,SA3_NAME_2021,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
30501,Brisbane Inner,30,Major Cities of Australia,1,Good,Good,0
30502,Brisbane Inner - East,30,Major Cities of Australia,1,Good,Good,0
30503,Brisbane Inner - North,30,Major Cities of Australia,1,Good,Good,0
30504,Brisbane Inner - West,30,Major Cities of Australia,1,Good,Good,0
30601,Cairns - North,32,Outer Regional Australia,1,Acceptable,Good,0
30602,Cairns - South,32,Outer Regional Australia,1,Acceptable,Good,0
30603,Innisfail - Cassowary Coast,34,Very Remote Australia,0.0001462,Poor,Good,1
30603,Innisfail - Cassowary Coast,33,Remote Australia,0.0541962,Poor,Good,0
30603,Innisfail - Cassowary Coast,32,Outer Regional Australia,0.9456576,Acceptable,Good,0
30604,Port Douglas - Daintree,33,Remote Australia,0.0592823,Poor,Good,0
30604,Port Douglas - Daintree,32,Outer Regional Australia,0.9407177,Acceptable,Good,0
30605,Tablelands (East) - Kuranda,33,Remote Australia,0.0287235,Poor,Good,0
30605,Tablelands (East) - Kuranda,32,Outer Regional Australia,0.9712765,Acceptable,Good,0
30701,Darling Downs (West) - Maranoa,34,Very Remote Australia,0.0511644,Poor,Good,0
30701,Darling Downs (West) - Maranoa,33,Remote Australia,0.2406227,Poor,Good,0
30701,Darling Downs (West) - Maranoa,32,Outer Regional Australia,0.7082129,Acceptable,Good,0
30702,Darling Downs - East,32,Outer Regional Australia,0.1632079,Acceptable,Good,0
30702,Darling Downs - East,31,Inner Regional Australia,0.8367921,Acceptable,Good,0
30703,Granite Belt,32,Outer Regional Australia,0.3116966,Acceptable,Good,0
30703,Granite Belt,31,Inner Regional Australia,0.6883034,Acceptable,Good,0
30801,Central Highlands (Qld),34,Very Remote Australia,0.0066675,Poor,Good,1
30801,Central Highlands (Qld),33,Remote Australia,0.2732447,Poor,Good,0
30801,Central Highlands (Qld),32,Outer Regional Australia,0.7200878,Acceptable,Good,0
30803,Rockhampton,34,Very Remote Australia,6.30E-06,Poor,Good,1
30803,Rockhampton,33,Remote Australia,0.0037618,Poor,Good,1
30803,Rockhampton,32,Outer Regional Australia,0.0187601,Acceptable,Good,0
30803,Rockhampton,31,Inner Regional Australia,0.9774718,Acceptable,Good,0
30804,Biloela,33,Remote Australia,0.1223186,Poor,Good,0
30804,Biloela,32,Outer Regional Australia,0.8776814,Acceptable,Good,0
30805,Gladstone,33,Remote Australia,0.0016921,Poor,Good,1
30805,Gladstone,32,Outer Regional Australia,0.1385516,Acceptable,Good,0
30805,Gladstone,31,Inner Regional Australia,0.8597563,Acceptable,Good,0
30901,Broadbeach - Burleigh,30,Major Cities of Australia,1,Good,Good,0
30902,Coolangatta,30,Major Cities of Australia,1,Good,Good,0
30903,Gold Coast - North,30,Major Cities of Australia,1,Good,Good,0
30904,Gold Coast Hinterland,30,Major Cities of Australia,0.4951299,Good,Good,0
30904,Gold Coast Hinterland,31,Inner Regional Australia,0.5048701,Acceptable,Good,0
30905,Mudgeeraba - Tallebudgera,31,Inner Regional Australia,0.0345282,Acceptable,Good,0
30905,Mudgeeraba - Tallebudgera,30,Major Cities of Australia,0.9654718,Good,Good,0
30906,Nerang,30,Major Cities of Australia,1,Good,Good,0
30907,Ormeau - Oxenford,31,Inner Regional Australia,0.0280831,Acceptable,Good,0
30907,Ormeau - Oxenford,30,Major Cities of Australia,0.9719169,Good,Good,0
30908,Robina,30,Major Cities of Australia,1,Good,Good,0
30909,Southport,30,Major Cities of Australia,1,Good,Good,0
30910,Surfers Paradise,30,Major Cities of Australia,1,Good,Good,0
31001,Forest Lake - Oxley,30,Major Cities of Australia,1,Good,Good,0
31002,Ipswich Hinterland,30,Major Cities of Australia,0.0662705,Good,Good,0
31002,Ipswich Hinterland,31,Inner Regional Australia,0.9337295,Acceptable,Good,0
31003,Ipswich Inner,31,Inner Regional Australia,0.0060462,Acceptable,Good,1
31003,Ipswich Inner,30,Major Cities of Australia,0.9939538,Good,Good,0
31004,Springfield - Redbank,30,Major Cities of Australia,1,Good,Good,0
31101,Beaudesert,32,Outer Regional Australia,0.0291593,Acceptable,Good,0
31101,Beaudesert,31,Inner Regional Australia,0.9708407,Acceptable,Good,0
31102,Beenleigh,30,Major Cities of Australia,1,Good,Good,0
31103,Browns Plains,30,Major Cities of Australia,1,Good,Good,0
31104,Jimboomba,31,Inner Regional Australia,0.1935518,Acceptable,Good,0
31104,Jimboomba,30,Major Cities of Australia,0.8064482,Good,Good,0
31105,Loganlea - Carbrook,30,Major Cities of Australia,1,Good,Good,0
31106,Springwood - Kingston,30,Major Cities of Australia,1,Good,Good,0
31201,Bowen Basin - North,34,Very Remote Australia,0.0136158,Poor,Good,0
31201,Bowen Basin - North,33,Remote Australia,0.2635274,Poor,Good,0
31201,Bowen Basin - North,32,Outer Regional Australia,0.7228569,Acceptable,Good,0
31202,Mackay,33,Remote Australia,8.00E-07,Poor,Good,1
31202,Mackay,34,Very Remote Australia,0.0001614,Poor,Good,1
31202,Mackay,32,Outer Regional Australia,0.2596126,Acceptable,Good,0
31202,Mackay,31,Inner Regional Australia,0.7402251,Acceptable,Good,0
31203,Whitsunday,34,Very Remote Australia,0.022484,Poor,Good,0
31203,Whitsunday,33,Remote Australia,0.0750935,Poor,Good,0
31203,Whitsunday,32,Outer Regional Australia,0.9024225,Acceptable,Good,0
31301,Bribie - Beachmere,30,Major Cities of Australia,0.3943311,Good,Good,0
31301,Bribie - Beachmere,31,Inner Regional Australia,0.6056689,Acceptable,Good,0
31302,Caboolture,30,Major Cities of Australia,1,Good,Good,0
31303,Caboolture Hinterland,32,Outer Regional Australia,0.0494966,Acceptable,Good,0
31303,Caboolture Hinterland,31,Inner Regional Australia,0.9505034,Acceptable,Good,0
31304,Narangba - Burpengary,31,Inner Regional Australia,0.0083319,Acceptable,Good,1
31304,Narangba - Burpengary,30,Major Cities of Australia,0.9916681,Good,Good,0
31305,Redcliffe,33,Remote Australia,0.0049564,Poor,Good,1
31305,Redcliffe,30,Major Cities of Australia,0.9950436,Good,Good,0
31401,The Hills District,31,Inner Regional Australia,0.1403455,Acceptable,Good,0
31401,The Hills District,30,Major Cities of Australia,0.8596545,Good,Good,0
31402,North Lakes,30,Major Cities of Australia,1,Good,Good,0
31403,Strathpine,30,Major Cities of Australia,1,Good,Good,0
31501,Far North,33,Remote Australia,0.1600703,Poor,Good,0
31501,Far North,32,Outer Regional Australia,0.1702132,Acceptable,Good,0
31501,Far North,34,Very Remote Australia,0.6697165,Poor,Good,0
31502,Outback - North,34,Very Remote Australia,0.3142783,Poor,Good,0
31502,Outback - North,33,Remote Australia,0.6857217,Poor,Good,0
31503,Outback - South,34,Very Remote Australia,1,Poor,Good,0
31601,Buderim,30,Major Cities of Australia,1,Good,Good,0
31602,Caloundra,30,Major Cities of Australia,1,Good,Good,0
31603,Maroochy,30,Major Cities of Australia,1,Good,Good,0
31605,Noosa,30,Major Cities of Australia,1,Good,Good,0
31606,Sunshine Coast Hinterland,30,Major Cities of Australia,0.2478554,Good,Good,0
31606,Sunshine Coast Hinterland,31,Inner Regional Australia,0.7521446,Acceptable,Good,0
31607,Nambour,31,Inner Regional Australia,0.1274312,Acceptable,Good,0
31607,Nambour,30,Major Cities of Australia,0.8725688,Good,Good,0
31608,Noosa Hinterland,30,Major Cities of Australia,0.3321518,Good,Good,0
31608,Noosa Hinterland,31,Inner Regional Australia,0.6678482,Acceptable,Good,0
31701,Toowoomba,31,Inner Regional Australia,1,Acceptable,Good,0
31801,Charters Towers - Ayr - Ingham,34,Very Remote Australia,0.0167408,Poor,Good,0
31801,Charters Towers - Ayr - Ingham,33,Remote Australia,0.1567054,Poor,Good,0
31801,Charters Towers - Ayr - Ingham,32,Outer Regional Australia,0.8265538,Acceptable,Good,0
31802,Townsville,32,Outer Regional Australia,1,Acceptable,Good,0
31901,Bundaberg,32,Outer Regional Australia,0.0044934,Acceptable,Good,1
31901,Bundaberg,31,Inner Regional Australia,0.9955066,Acceptable,Good,0
31902,Burnett,33,Remote Australia,0.0035673,Poor,Good,1
31902,Burnett,32,Outer Regional Australia,0.4772708,Acceptable,Good,0
31902,Burnett,31,Inner Regional Australia,0.5191619,Acceptable,Good,0
31903,Gympie - Cooloola,32,Outer Regional Australia,0.0393724,Acceptable,Good,0
31903,Gympie - Cooloola,31,Inner Regional Australia,0.9606276,Acceptable,Good,0
31904,Hervey Bay,31,Inner Regional Australia,1,Acceptable,Good,0
31905,Maryborough,33,Remote Australia,0.0034944,Poor,Good,1
31905,Maryborough,32,Outer Regional Australia,0.0070411,Acceptable,Good,1
31905,Maryborough,31,Inner Regional Australia,0.9894645,Acceptable,Good,0
39797,Migratory - Offshore - Shipping (Qld),35,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
39999,No usual address (Qld),39,No usual address (Qld),1,Good,Good,0
40101,Adelaide City,40,Major Cities of Australia,1,Good,Good,0
40102,Adelaide Hills,41,Inner Regional Australia,0.3499347,Poor,Good,0
40102,Adelaide Hills,40,Major Cities of Australia,0.6500653,Good,Good,0
40103,Burnside,40,Major Cities of Australia,1,Good,Good,0
40104,Campbelltown (SA),40,Major Cities of Australia,1,Good,Good,0
40105,Norwood - Payneham - St Peters,40,Major Cities of Australia,1,Good,Good,0
40106,Prospect - Walkerville,40,Major Cities of Australia,1,Good,Good,0
40107,Unley,40,Major Cities of Australia,1,Good,Good,0
40201,Gawler - Two Wells,41,Inner Regional Australia,0.2045608,Poor,Good,0
40201,Gawler - Two Wells,40,Major Cities of Australia,0.7954392,Good,Good,0
40202,Playford,41,Inner Regional Australia,0.024068,Poor,Good,0
40202,Playford,40,Major Cities of Australia,0.975932,Good,Good,0
40203,Port Adelaide - East,40,Major Cities of Australia,1,Good,Good,0
40204,Salisbury,40,Major Cities of Australia,1,Good,Good,0
40205,Tea Tree Gully,40,Major Cities of Australia,1,Good,Good,0
40301,Holdfast Bay,40,Major Cities of Australia,1,Good,Good,0
40302,Marion,40,Major Cities of Australia,1,Good,Good,0
40303,Mitcham,40,Major Cities of Australia,1,Good,Good,0
40304,Onkaparinga,41,Inner Regional Australia,0.0284947,Poor,Good,0
40304,Onkaparinga,40,Major Cities of Australia,0.9715053,Good,Good,0
40401,Charles Sturt,40,Major Cities of Australia,1,Good,Good,0
40402,Port Adelaide - West,40,Major Cities of Australia,1,Good,Good,0
40403,West Torrens,40,Major Cities of Australia,1,Good,Good,0
40501,Barossa,41,Inner Regional Australia,1,Poor,Good,0
40502,Lower North,42,Outer Regional Australia,0.4162188,Acceptable,Good,0
40502,Lower North,41,Inner Regional Australia,0.5837812,Poor,Good,0
40503,Mid North,42,Outer Regional Australia,1,Acceptable,Good,0
40504,Yorke Peninsula,43,Remote Australia,0.1535756,Poor,Good,0
40504,Yorke Peninsula,42,Outer Regional Australia,0.8464244,Acceptable,Good,0
40601,Eyre Peninsula and South West,44,Very Remote Australia,0.144147,Poor,Good,0
40601,Eyre Peninsula and South West,42,Outer Regional Australia,0.3759046,Acceptable,Good,0
40601,Eyre Peninsula and South West,43,Remote Australia,0.4799484,Poor,Good,0
40602,Outback - North and East,43,Remote Australia,0.1778222,Poor,Good,0
40602,Outback - North and East,44,Very Remote Australia,0.2161973,Poor,Good,0
40602,Outback - North and East,42,Outer Regional Australia,0.6059805,Acceptable,Good,0
40701,Fleurieu - Kangaroo Island,43,Remote Australia,0.0887178,Poor,Good,0
40701,Fleurieu - Kangaroo Island,41,Inner Regional Australia,0.9112822,Poor,Good,0
40702,Limestone Coast,43,Remote Australia,0.0120719,Poor,Good,0
40702,Limestone Coast,42,Outer Regional Australia,0.9879281,Acceptable,Good,0
40703,Murray and Mallee,43,Remote Australia,0.0252329,Poor,Good,0
40703,Murray and Mallee,41,Inner Regional Australia,0.4260572,Poor,Good,0
40703,Murray and Mallee,42,Outer Regional Australia,0.5487099,Acceptable,Good,0
49797,Migratory - Offshore - Shipping (SA),45,Migratory - Offshore - Shipping (SA),1,Good,Good,0
49999,No usual address (SA),49,No usual address (SA),1,Good,Good,0
50101,Augusta - Margaret River - Busselton,52,Outer Regional Australia,0.0076011,Acceptable,Good,1
50101,Augusta - Margaret River - Busselton,51,Inner Regional Australia,0.9923989,Acceptable,Good,0
50102,Bunbury,51,Inner Regional Australia,1,Acceptable,Good,0
50103,Manjimup,53,Remote Australia,0.0325809,Poor,Good,0
50103,Manjimup,51,Inner Regional Australia,0.355117,Acceptable,Good,0
50103,Manjimup,52,Outer Regional Australia,0.612302,Acceptable,Good,0
50201,Mandurah,51,Inner Regional Australia,0.0391129,Acceptable,Good,0
50201,Mandurah,50,Major Cities of Australia,0.9608871,Good,Good,0
50301,Cottesloe - Claremont,50,Major Cities of Australia,1,Good,Good,0
50302,Perth City,50,Major Cities of Australia,1,Good,Good,0
50401,Bayswater - Bassendean,50,Major Cities of Australia,1,Good,Good,0
50402,Mundaring,51,Inner Regional Australia,0.1058998,Acceptable,Good,0
50402,Mundaring,50,Major Cities of Australia,0.8941002,Good,Good,0
50403,Swan,51,Inner Regional Australia,0.0598746,Acceptable,Good,0
50403,Swan,50,Major Cities of Australia,0.9401254,Good,Good,0
50501,Joondalup,50,Major Cities of Australia,1,Good,Good,0
50502,Stirling,50,Major Cities of Australia,1,Good,Good,0
50503,Wanneroo,51,Inner Regional Australia,0.0188639,Acceptable,Good,0
50503,Wanneroo,50,Major Cities of Australia,0.9811361,Good,Good,0
50601,Armadale,51,Inner Regional Australia,0.0051397,Acceptable,Good,1
50601,Armadale,50,Major Cities of Australia,0.9948603,Good,Good,0
50602,Belmont - Victoria Park,50,Major Cities of Australia,1,Good,Good,0
50603,Canning,50,Major Cities of Australia,1,Good,Good,0
50604,Gosnells,50,Major Cities of Australia,1,Good,Good,0
50605,Kalamunda,51,Inner Regional Australia,0.0102216,Acceptable,Good,0
50605,Kalamunda,50,Major Cities of Australia,0.9897784,Good,Good,0
50606,Serpentine - Jarrahdale,51,Inner Regional Australia,0.1523851,Acceptable,Good,0
50606,Serpentine - Jarrahdale,50,Major Cities of Australia,0.8476149,Good,Good,0
50607,South Perth,50,Major Cities of Australia,1,Good,Good,0
50701,Cockburn,50,Major Cities of Australia,1,Good,Good,0
50702,Fremantle,53,Remote Australia,0.0041576,Poor,Good,1
50702,Fremantle,50,Major Cities of Australia,0.9958424,Good,Good,0
50703,Kwinana,50,Major Cities of Australia,1,Good,Good,0
50704,Melville,50,Major Cities of Australia,1,Good,Good,0
50705,Rockingham,51,Inner Regional Australia,0.0084892,Acceptable,Good,1
50705,Rockingham,50,Major Cities of Australia,0.9915108,Good,Good,0
50901,Albany,53,Remote Australia,0.0489018,Poor,Good,0
50901,Albany,52,Outer Regional Australia,0.9510982,Acceptable,Good,0
50902,Wheat Belt - North,53,Remote Australia,0.1341542,Poor,Good,0
50902,Wheat Belt - North,52,Outer Regional Australia,0.3705082,Acceptable,Good,0
50902,Wheat Belt - North,51,Inner Regional Australia,0.4953377,Acceptable,Good,0
50903,Wheat Belt - South,54,Very Remote Australia,0.0260774,Poor,Good,0
50903,Wheat Belt - South,51,Inner Regional Australia,0.1014953,Acceptable,Good,0
50903,Wheat Belt - South,53,Remote Australia,0.2195067,Poor,Good,0
50903,Wheat Belt - South,52,Outer Regional Australia,0.6529207,Acceptable,Good,0
51001,Kimberley,53,Remote Australia,0.4269631,Poor,Good,0
51001,Kimberley,54,Very Remote Australia,0.5730369,Poor,Good,0
51002,East Pilbara,54,Very Remote Australia,0.3997204,Poor,Good,0
51002,East Pilbara,53,Remote Australia,0.6002796,Poor,Good,0
51003,West Pilbara,54,Very Remote Australia,0.2721001,Poor,Good,0
51003,West Pilbara,53,Remote Australia,0.7278999,Poor,Good,0
51101,Esperance,54,Very Remote Australia,0.1546951,Poor,Good,0
51101,Esperance,53,Remote Australia,0.8453049,Poor,Good,0
51102,Gascoyne,54,Very Remote Australia,1,Poor,Good,0
51103,Goldfields,54,Very Remote Australia,0.1758207,Poor,Good,0
51103,Goldfields,52,Outer Regional Australia,0.8241793,Acceptable,Good,0
51104,Mid West,54,Very Remote Australia,0.0573341,Poor,Good,0
51104,Mid West,53,Remote Australia,0.1165195,Poor,Good,0
51104,Mid West,52,Outer Regional Australia,0.8261463,Acceptable,Good,0
59797,Migratory - Offshore - Shipping (WA),55,Migratory - Offshore - Shipping (WA),1,Good,Good,0
59999,No usual address (WA),59,No usual address (WA),1,Good,Good,0
60101,Brighton,61,Inner Regional Australia,1,Good,Good,0
60102,Hobart - North East,62,Outer Regional Australia,0.0280302,Acceptable,Good,0
60102,Hobart - North East,61,Inner Regional Australia,0.9719698,Good,Good,0
60103,Hobart - North West,61,Inner Regional Australia,1,Good,Good,0
60104,Hobart - South and West,61,Inner Regional Australia,1,Good,Good,0
60105,Hobart Inner,61,Inner Regional Australia,1,Good,Good,0
60106,Sorell - Dodges Ferry,62,Outer Regional Australia,0.2454631,Acceptable,Good,0
60106,Sorell - Dodges Ferry,61,Inner Regional Australia,0.7545369,Good,Good,0
60201,Launceston,61,Inner Regional Australia,1,Good,Good,0
60202,Meander Valley - West Tamar,61,Inner Regional Australia,0.2069342,Good,Good,0
60202,Meander Valley - West Tamar,62,Outer Regional Australia,0.7930658,Acceptable,Good,0
60203,North East,63,Remote Australia,0.0043014,Poor,Good,1
60203,North East,64,Very Remote Australia,0.0233052,Poor,Good,0
60203,North East,61,Inner Regional Australia,0.2481214,Good,Good,0
60203,North East,62,Outer Regional Australia,0.724272,Acceptable,Good,0
60301,Central Highlands (Tas.),63,Remote Australia,0.0318764,Poor,Good,0
60301,Central Highlands (Tas.),61,Inner Regional Australia,0.153664,Good,Good,0
60301,Central Highlands (Tas.),62,Outer Regional Australia,0.8144596,Acceptable,Good,0
60302,Huon - Bruny Island,61,Inner Regional Australia,0.0228865,Good,Good,0
60302,Huon - Bruny Island,62,Outer Regional Australia,0.9771135,Acceptable,Good,0
60303,South East Coast,63,Remote Australia,0.3761588,Poor,Good,0
60303,South East Coast,62,Outer Regional Australia,0.6238412,Acceptable,Good,0
60401,Burnie - Ulverstone,62,Outer Regional Australia,1,Acceptable,Good,0
60402,Devonport,62,Outer Regional Australia,1,Acceptable,Good,0
60403,West Coast,64,Very Remote Australia,0.0912413,Poor,Good,0
60403,West Coast,63,Remote Australia,0.2817319,Poor,Good,0
60403,West Coast,62,Outer Regional Australia,0.6270268,Acceptable,Good,0
69797,Migratory - Offshore - Shipping (Tas.),65,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
69999,No usual address (Tas.),69,No usual address (Tas.),1,Good,Good,0
70101,Darwin City,72,Outer Regional Australia,1,Good,Good,0
70102,Darwin Suburbs,72,Outer Regional Australia,1,Good,Good,0
70103,Litchfield,72,Outer Regional Australia,1,Good,Good,0
70104,Palmerston,72,Outer Regional Australia,1,Good,Good,0
70201,Alice Springs,74,Very Remote Australia,0.2286804,Poor,Good,0
70201,Alice Springs,73,Remote Australia,0.7713196,Poor,Good,0
70202,Barkly,74,Very Remote Australia,1,Poor,Good,0
70203,Daly - Tiwi - West Arnhem,74,Very Remote Australia,0.414846,Poor,Good,0
70203,Daly - Tiwi - West Arnhem,73,Remote Australia,0.585154,Poor,Good,0
70204,East Arnhem,74,Very Remote Australia,1,Poor,Good,0
70205,Katherine,74,Very Remote Australia,0.4842932,Poor,Good,0
70205,Katherine,73,Remote Australia,0.5157068,Poor,Good,0
79797,Migratory - Offshore - Shipping (NT),75,Migratory - Offshore - Shipping (NT),1,Good,Good,0
79999,No usual address (NT),79,No usual address (NT),1,Good,Good,0
80101,Belconnen,80,Major Cities of Australia,1,Good,Good,0
80103,Canberra East,81,Inner Regional Australia,0.0128088,Good,Good,0
80103,Canberra East,80,Major Cities of Australia,0.9871912,Good,Good,0
80104,Gungahlin,80,Major Cities of Australia,1,Good,Good,0
80105,North Canberra,80,Major Cities of Australia,1,Good,Good,0
80106,South Canberra,80,Major Cities of Australia,1,Good,Good,0
80107,Tuggeranong,81,Inner Regional Australia,0.000481,Good,Good,1
80107,Tuggeranong,80,Major Cities of Australia,0.999519,Good,Good,0
80108,Weston Creek,80,Major Cities of Australia,1,Good,Good,0
80109,Woden Valley,80,Major Cities of Australia,1,Good,Good,0
80110,Molonglo,80,Major Cities of Australia,1,Good,Good,0
80111,Uriarra - Namadgi,81,Inner Regional Australia,1,Good,Good,0
89797,Migratory - Offshore - Shipping (ACT),85,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
89999,No usual address (ACT),89,No usual address (ACT),1,Good,Good,0
90101,Christmas Island,94,Very Remote Australia,1,Good,Good,0
90102,Cocos (Keeling) Islands,94,Very Remote Australia,1,Good,Good,0
90103,Jervis Bay,91,Inner Regional Australia,1,Good,Good,0
90104,Norfolk Island,94,Very Remote Australia,1,Good,Good,0
99797,Migratory - Offshore - Shipping (OT),95,Migratory - Offshore - Shipping (OT),1,Good,Good,0
99999,No usual address (OT),99,No usual address (OT),1,Good,Good,0
ZZZZZ,Outside Australia,ZZ,Outside Australia,1,Good,Good,0
